scenario,frames_total,frames_used,skip_first,gt_source,fps_mean,fps_min,fps_max,frames_eval_gt,Acc_S1_exact,FNR_miss,FPR_extra,Overcount,response_time_ms_mean,response_time_ms_p95,response_time_ms_max
S1,276,256,20,ground_truth.csv,10.70811572891345,8.749197957285435,11.770940794211594,256,0.97265625,0.015625,0.01171875,0.0,95.20741738379002,125.8024573326111,181.5621852874756
