scenario,frames_total,frames_used,skip_first,persons_unique_postwarmup,persons_mean_postwarmup,persons_max_postwarmup,fps_mean,fps_min,fps_max,fps_cv,gt_source,frames_eval_gt,frames_correct,frames_under,frames_over,Acc_S2,R_under,R_over,MAE_count,RMSE_count,response_time_ms_mean,response_time_ms_p95,response_time_ms_min,response_time_ms_max
S2,250,230,20,"2,3",2.7,3.0,9.090341294250491,7.598137548604935,10.89570116784694,0.07375662998959492,ground_truth.csv,230,216,3,11,0.9391304347826087,0.013043478260869565,0.04782608695652174,0.06086956521739131,0.24671758189758447,113.34649168926737,133.4068775177002,81.16602897644043,377.2892951965332
