frame,person,landmark_id,x,y,conf
0,1,0,327.4539,253.31854,0.933213
0,1,1,329.64166,247.29291,0.515014
0,1,2,320.774,246.35312,0.9281327
0,1,3,320.7335,247.3425,0.12976772
0,1,4,295.35742,246.43018,0.89371395
0,1,5,311.5815,280.4573,0.96051466
0,1,6,270.4112,285.58133,0.9983729
0,1,7,320.51797,330.04602,0.8846376
0,1,8,268.1315,346.06198,0.9984242
0,1,9,336.1377,369.03107,0.90580136
0,1,10,309.91614,377.52573,0.99682057
0,1,11,309.53735,389.67963,0.9957717
0,1,12,279.69464,394.57452,0.99908924
0,1,13,317.67752,459.99722,0.98401654
0,1,14,281.4637,472.8864,0.99624676
0,1,15,317.54782,531.0804,0.94749147
0,1,16,261.40558,546.1344,0.97908634
0,2,0,554.12885,193.8826,0.9717643
0,2,1,560.1584,188.20396,0.9377587
0,2,2,548.34674,187.60747,0.93769884
0,2,3,569.018,191.00607,0.7194322
0,2,4,538.5234,189.2858,0.72535163
0,2,5,580.3125,226.70685,0.99500775
0,2,6,524.8219,225.35583,0.99300635
0,2,7,591.4017,272.7874,0.97629637
0,2,8,515.2466,273.06775,0.95884985
0,2,9,587.5258,307.94922,0.95721704
0,2,10,524.4155,311.4497,0.9391246
0,2,11,575.0236,318.12793,0.99565744
0,2,12,536.979,318.08643,0.9951438
0,2,13,582.49396,384.17844,0.98866665
0,2,14,533.445,384.37732,0.9875207
0,2,15,583.2562,446.06787,0.9640847
0,2,16,532.96063,446.07544,0.9602971
0,3,0,795.9596,331.0408,0.9832841
0,3,1,803.3661,325.77295,0.9654428
0,3,2,789.0821,325.02505,0.94111925
0,3,3,814.04095,328.50687,0.83440715
0,3,4,776.37,326.8679,0.6978011
0,3,5,826.18005,363.81772,0.9941182
0,3,6,758.4251,352.16083,0.99185354
0,3,7,844.6271,400.45288,0.97304386
0,3,8,746.34656,351.31628,0.96112293
0,3,9,847.7566,423.91605,0.95416063
0,3,10,776.32104,332.7779,0.93878794
0,3,11,812.3058,460.51028,0.9966569
0,3,12,762.95624,457.0977,0.9961559
0,3,13,829.655,524.8588,0.99217343
0,3,14,755.06604,525.2581,0.9902148
0,3,15,833.3548,616.3137,0.97394365
0,3,16,757.23566,607.3232,0.96918553
1,1,0,329.7058,259.3378,0.9666098
1,1,1,333.75027,251.185,0.7729398
1,1,2,320.2883,252.66052,0.9443112
1,1,3,332.44446,247.39441,0.2699798
1,1,4,296.45428,251.65042,0.84881866
1,1,5,333.89044,281.85196,0.98289907
1,1,6,278.62427,294.15277,0.9973974
1,1,7,347.0293,327.48325,0.95479614
1,1,8,265.66492,350.30502,0.99656457
1,1,9,354.79218,372.87012,0.95960987
