timestamp,frame,persons,persons_raw,fps,sampling_rate_hz,response_time_ms,avg_landmarks,hyst_enabled,hyst_m_in,hyst_m_out,hyst_window
1766073307.8905861,0,0,3,4.750841304630998,4.750841304630998,210.48903465270996,16.666666666666668,1,3,5,5
1766073308.1069481,1,0,3,4.916668626611864,4.916668626611864,156.02779388427734,16.666666666666668,1,3,5,5
1766073308.281256,2,3,3,5.065133627051139,5.065133627051139,156.2178134918213,16.666666666666668,1,3,5,5
1766073308.449225,3,3,3,5.256510107573457,5.256510107573457,143.28908920288086,16.666666666666668,1,3,5,5
1766073308.6326149,4,3,3,5.395699302625829,5.395699302625829,150.41208267211914,17.0,1,3,5,5
1766073308.79132,5,3,3,5.5737472044042535,5.5737472044042535,139.34993743896484,16.666666666666668,1,3,5,5
1766073308.9281301,6,3,3,5.872179984081152,5.872179984081152,116.84870719909668,16.666666666666668,1,3,5,5
1766073309.040653,7,3,3,6.30922705426989,6.30922705426989,97.63097763061523,16.666666666666668,1,3,5,5
1766073309.166868,8,3,3,6.579067386303251,6.579067386303251,111.01698875427246,17.0,1,3,5,5
1766073309.3031712,9,3,3,6.7461078875255716,6.7461078875255716,121.21987342834473,16.666666666666668,1,3,5,5
1766073309.43747,10,3,3,6.909873317318695,6.909873317318695,119.2781925201416,16.666666666666668,1,3,5,5
1766073309.5685382,11,3,3,7.081989641061806,7.081989641061806,115.8609390258789,16.666666666666668,1,3,5,5
1766073309.707654,12,3,3,7.179423938707915,7.179423938707915,124.12595748901367,16.666666666666668,1,3,5,5
1766073309.838688,13,3,3,7.325598762886264,7.325598762886264,115.72504043579102,16.333333333333332,1,3,5,5
1766073309.981659,14,3,3,7.375921979676326,7.375921979676326,127.73299217224121,16.666666666666668,1,3,5,5
1766073310.104042,15,3,3,7.573247798417413,7.573247798417413,106.96125030517578,16.333333333333332,1,3,5,5
1766073310.238477,16,3,3,7.6554487229335235,7.6554487229335235,119.11487579345703,16.333333333333332,1,3,5,5
1766073310.367421,17,3,3,7.770495908250315,7.770495908250315,113.55996131896973,16.333333333333332,1,3,5,5
1766073310.500479,18,3,3,7.8410698494998705,7.8410698494998705,117.97690391540527,16.0,1,3,5,5
1766073310.6306748,19,3,3,7.926755220305256,7.926755220305256,114.96996879577637,15.666666666666666,1,3,5,5
1766073310.803669,20,3,3,7.767067534440255,7.767067534440255,157.98091888427734,15.666666666666666,1,3,5,5
1766073310.938247,21,3,3,7.830576007942066,7.830576007942066,119.01712417602539,15.666666666666666,1,3,5,5
1766073311.069477,22,3,3,7.908428845289544,7.908428845289544,116.15610122680664,15.333333333333334,1,3,5,5
1766073311.1996942,23,3,3,7.987104236112963,7.987104236112963,115.0062084197998,15.0,1,3,5,5
1766073311.3282728,24,3,3,8.063837660000967,8.063837660000967,114.2277717590332,15.0,1,3,5,5
1766073311.432938,25,3,3,8.37209465171031,8.37209465171031,89.71500396728516,15.333333333333334,1,3,5,5
1766073311.562512,26,3,3,8.409387190200494,8.409387190200494,114.35079574584961,15.666666666666666,1,3,5,5
1766073311.660906,27,3,3,8.766916920084928,8.766916920084928,83.43982696533203,16.0,1,3,5,5
1766073311.766211,28,3,3,8.997228880870928,8.997228880870928,90.33393859863281,16.0,1,3,5,5
1766073311.898391,29,3,3,8.950355225905497,8.950355225905497,117.25401878356934,16.0,1,3,5,5
1766073312.029275,30,3,3,8.920028374926769,8.920028374926769,115.6458854675293,16.0,1,3,5,5
1766073312.164238,31,3,3,8.861742304978344,8.861742304978344,119.94481086730957,16.0,1,3,5,5
1766073312.302505,32,3,3,8.78763237663792,8.78763237663792,123.14295768737793,15.666666666666666,1,3,5,5
1766073312.4415889,33,3,3,8.715925463343384,8.715925463343384,123.90708923339844,16.333333333333332,1,3,5,5
1766073312.566879,34,3,3,8.748835261126324,8.748835261126324,110.55803298950195,15.666666666666666,1,3,5,5
1766073312.6995368,35,3,3,8.724719886055675,8.724719886055675,117.54083633422852,15.666666666666666,1,3,5,5
1766073312.8286788,36,3,3,8.72756020310688,8.72756020310688,114.24493789672852,15.666666666666666,1,3,5,5
1766073312.977581,37,3,3,8.603872647763616,8.603872647763616,133.4991455078125,16.0,1,3,5,5
1766073313.099255,38,3,3,8.686178133274941,8.686178133274941,106.0791015625,16.333333333333332,1,3,5,5
1766073313.226635,39,3,3,8.707309430581024,8.707309430581024,112.39123344421387,16.666666666666668,1,3,5,5
1766073313.32648,40,3,3,9.012771420781474,9.012771420781474,85.02006530761719,16.333333333333332,1,3,5,5
1766073313.4292018,41,3,3,9.25176826173367,9.25176826173367,87.69822120666504,16.666666666666668,1,3,5,5
1766073313.569362,42,3,3,9.126322970994575,9.126322970994575,125.04196166992188,16.666666666666668,1,3,5,5
1766073313.7011142,43,3,3,9.071498738424442,9.071498738424442,116.5761947631836,15.666666666666666,1,3,5,5
1766073313.8404028,44,3,3,8.971664609177665,8.971664609177665,123.86727333068848,15.666666666666666,1,3,5,5
1766073313.973522,45,3,3,8.925475158937932,8.925475158937932,117.51198768615723,15.666666666666666,1,3,5,5
1766073314.095099,46,3,3,8.972973050625368,8.972973050625368,106.37784004211426,15.666666666666666,1,3,5,5
1766073314.233137,47,3,3,8.888262369659296,8.888262369659296,123.06380271911621,15.333333333333334,1,3,5,5
1766073314.35963,48,3,3,8.897674052119084,8.897674052119084,111.3290786743164,14.666666666666666,1,3,5,5
1766073314.464912,49,3,3,9.114662009426407,9.114662009426407,90.35420417785645,14.666666666666666,1,3,5,5
1766073314.594282,50,3,3,9.077313261847749,9.077313261847749,114.40110206604004,14.666666666666666,1,3,5,5
1766073314.6946402,51,3,3,9.33913015581433,9.33913015581433,85.50310134887695,14.666666666666666,1,3,5,5
1766073314.832638,52,3,3,9.216615356214772,9.216615356214772,123.24404716491699,14.666666666666666,1,3,5,5
1766073314.960056,53,3,3,9.184103127068946,9.184103127068946,112.46705055236816,14.666666666666666,1,3,5,5
1766073315.057143,54,3,2,9.484460594035035,9.484460594035035,82.05008506774902,17.0,1,3,5,5
1766073315.1552892,55,3,2,9.73766245496295,9.73766245496295,83.21905136108398,17.0,1,3,5,5
1766073315.2588081,56,2,2,9.894183503683852,9.894183503683852,88.47308158874512,17.0,1,3,5,5
1766073315.358335,57,2,2,10.085973086041623,10.085973086041623,84.65909957885742,17.0,1,3,5,5
1766073315.463685,58,2,2,10.183261542497272,10.183261542497272,90.42525291442871,17.0,1,3,5,5
1766073315.591713,59,2,2,10.051082785668733,10.051082785668733,112.84804344177246,17.0,1,3,5,5
1766073315.6914449,60,2,2,10.225498288503632,10.225498288503632,84.77997779846191,17.0,1,3,5,5
1766073315.7934852,61,2,2,10.351830476323725,10.351830476323725,87.04113960266113,17.0,1,3,5,5
1766073315.891207,62,2,2,10.524465134579973,10.524465134579973,82.7939510345459,17.0,1,3,5,5
1766073316.0129092,63,2,2,10.40740993380861,10.40740993380861,106.90712928771973,17.0,1,3,5,5
1766073316.1260889,64,2,2,10.386069690947863,10.386069690947863,98.09684753417969,16.5,1,3,5,5
1766073316.223524,65,2,2,10.559804939463426,10.559804939463426,82.48496055603027,16.0,1,3,5,5
1766073316.3253639,66,2,2,10.659732266207271,10.659732266207271,86.51208877563477,16.0,1,3,5,5
1766073316.426653,67,2,2,10.752038591662542,10.752038591662542,86.3349437713623,16.0,1,3,5,5
1766073316.5358331,68,2,2,10.73140596998139,10.73140596998139,94.82526779174805,16.0,1,3,5,5
1766073316.654491,69,2,2,10.624067317341986,10.624067317341986,103.54089736938477,16.5,1,3,5,5
1766073316.757249,70,2,2,10.700195039115572,10.700195039115572,87.83221244812012,17.0,1,3,5,5
1766073316.859724,71,2,2,10.773399006382917,10.773399006382917,87.47196197509766,17.0,1,3,5,5
1766073316.9587939,72,2,2,10.875039139869042,10.875039139869042,84.81907844543457,17.0,1,3,5,5
1766073317.0667572,73,2,2,10.866389264475254,10.866389264475254,92.69094467163086,17.0,1,3,5,5
1766073317.188813,74,2,2,10.71539621927579,10.71539621927579,106.87804222106934,17.0,1,3,5,5
1766073317.2929559,75,2,2,10.763328770045106,10.763328770045106,89.32781219482422,17.0,1,3,5,5
1766073317.390455,76,2,2,10.89570116784694,10.89570116784694,82.733154296875,17.0,1,3,5,5
1766073317.496788,77,2,2,10.895504070645645,10.895504070645645,91.7959213256836,17.0,1,3,5,5
1766073317.6267378,78,2,2,10.676123162139202,10.676123162139202,114.92013931274414,17.0,1,3,5,5
1766073317.760521,79,2,2,10.450933408519933,10.450933408519933,118.70527267456055,17.0,1,3,5,5
1766073317.890377,80,2,2,10.274726093165016,10.274726093165016,115.08989334106445,17.0,1,3,5,5
1766073317.99648,81,2,2,10.345986653021251,10.345986653021251,91.01390838623047,17.0,1,3,5,5
1766073318.127329,82,2,2,10.176872832514729,10.176872832514729,115.54217338562012,17.0,1,3,5,5
1766073318.295691,83,2,2,9.811339803507238,9.811339803507238,153.33795547485352,17.0,1,3,5,5
1766073318.4226692,84,2,2,9.72382968037455,9.72382968037455,111.90390586853027,17.0,1,3,5,5
1766073318.530815,85,2,2,9.826520595881762,9.826520595881762,93.0168628692627,17.0,1,3,5,5
1766073318.657425,86,2,2,9.739941823537539,9.739941823537539,111.59801483154297,16.5,1,3,5,5
1766073318.754391,87,2,2,9.997990175000814,9.997990175000814,81.16602897644043,16.5,1,3,5,5
1766073318.8645592,88,2,2,10.047619818287622,10.047619818287622,95.28994560241699,16.5,1,3,5,5
1766073319.0024478,89,2,2,9.858251603833807,9.858251603833807,122.64013290405273,16.5,1,3,5,5
1766073319.1323972,90,2,2,9.743248141408898,9.743248141408898,114.83407020568848,16.0,1,3,5,5
1766073319.27553,91,2,2,9.550570668480612,9.550570668480612,127.93493270874023,16.5,1,3,5,5
1766073319.401336,92,2,3,9.49338233477465,9.49338233477465,111.3748550415039,15.666666666666666,1,3,5,5
1766073319.533389,93,2,3,9.398206364072543,9.398206364072543,117.07377433776855,16.0,1,3,5,5
1766073319.660746,94,3,3,9.348421823079411,9.348421823079411,112.35499382019043,17.0,1,3,5,5
1766073319.801701,95,3,3,9.209073308008382,9.209073308008382,125.70810317993164,16.666666666666668,1,3,5,5
1766073319.928927,96,3,3,9.179130375202277,9.179130375202277,112.23793029785156,16.666666666666668,1,3,5,5
1766073320.073767,97,3,3,9.031829630574338,9.031829630574338,129.76694107055664,16.666666666666668,1,3,5,5
1766073320.195786,98,3,3,9.063410497408457,9.063410497408457,106.9788932800293,16.666666666666668,1,3,5,5
1766073320.329362,99,3,3,8.999820385998948,8.999820385998948,118.65901947021484,16.666666666666668,1,3,5,5
1766073320.457812,100,3,3,8.982816255604638,8.982816255604638,113.25311660766602,16.333333333333332,1,3,5,5
1766073320.571508,101,3,3,9.101185258678486,9.101185258678486,98.36220741271973,16.333333333333332,1,3,5,5
1766073320.6902988,102,3,3,9.157191251107857,9.157191251107857,103.50632667541504,16.333333333333332,1,3,5,5
1766073320.795788,103,3,3,9.347459954156847,9.347459954156847,90.41690826416016,16.333333333333332,1,3,5,5
1766073320.925622,104,3,3,9.283438035610105,9.283438035610105,114.84694480895996,16.333333333333332,1,3,5,5
1766073321.073688,105,3,3,9.105314953382152,9.105314953382152,133.29410552978516,16.333333333333332,1,3,5,5
1766073321.19223,106,3,3,9.159439229229637,9.159439229229637,103.66392135620117,16.666666666666668,1,3,5,5
1766073321.325669,107,3,3,9.086239471419514,9.086239471419514,118.65997314453125,16.666666666666668,1,3,5,5
1766073321.470882,108,3,3,8.940955997863783,8.940955997863783,131.00314140319824,16.666666666666668,1,3,5,5
1766073321.599922,109,3,3,8.925062914403794,8.925062914403794,113.86895179748535,16.666666666666668,1,3,5,5
1766073321.7301161,110,3,3,8.902592550312177,8.902592550312177,114.93778228759766,16.666666666666668,1,3,5,5
1766073321.861238,111,3,3,8.87340810317501,8.87340810317501,116.1339282989502,16.666666666666668,1,3,5,5
1766073321.991806,112,3,3,8.850954271828709,8.850954271828709,115.62204360961914,17.0,1,3,5,5
1766073322.126411,113,3,3,8.802671128175756,8.802671128175756,119.50111389160156,16.666666666666668,1,3,5,5
1766073322.264498,114,3,3,8.72987673577032,8.72987673577032,123.84319305419922,16.666666666666668,1,3,5,5
1766073322.395626,115,3,3,8.711859209712852,8.711859209712852,116.96314811706543,16.666666666666668,1,3,5,5
1766073322.5258749,116,3,3,8.70729725409565,8.70729725409565,115.39030075073242,16.666666666666668,1,3,5,5
1766073322.6566908,117,3,3,8.701021348474749,8.701021348474749,115.67997932434082,15.333333333333334,1,3,5,5
1766073322.7659378,118,3,3,8.891758515962266,8.891758515962266,94.26498413085938,15.333333333333334,1,3,5,5
1766073322.896161,119,3,3,8.872171246504484,8.872171246504484,114.99691009521484,15.333333333333334,1,3,5,5
1766073323.0364318,120,3,3,8.78284786548124,8.78284786548124,125.32997131347656,15.0,1,3,5,5
1766073323.157113,121,3,3,8.858314707629091,8.858314707629091,104.84910011291504,14.666666666666666,1,3,5,5
1766073323.264145,122,3,3,9.053224807873281,9.053224807873281,92.5290584564209,15.0,1,3,5,5
1766073323.39134,123,3,3,9.039558063222604,9.039558063222604,112.15090751647949,15.0,1,3,5,5
1766073323.493249,124,3,3,9.284553510820984,9.284553510820984,87.0358943939209,15.333333333333334,1,3,5,5
