replicas_n,skip_first,fps_mean,fps_min_worst,rt_p95_mean,rt_p95_worst,rt_max_worst,Acc_mean,Acc_worst,R_under_mean,R_under_worst,R_over_mean,R_over_worst,MAE_mean,MAE_worst
3,20,9.07638584936494,7.598137548604935,130.81184228261313,133.4068775177002,377.2892951965332,0.9649204989966643,0.9391304347826087,0.011795328111807868,0.017937219730941704,0.023284172891527805,0.04782608695652174,0.03507950100333567,0.06086956521739131
