replicas_n,skip_first,Acc_mean,Acc_worst,FNR_mean,FNR_worst,FPR_mean,FPR_worst,Overcount_mean,Overcount_worst,fps_mean,fps_min_worst,rt_p95_mean,rt_p95_worst,rt_max_worst
3,20,0.9854209357923498,0.97265625,0.006574453551912569,0.015625,0.008004610655737704,0.012295081967213115,0.0,0.0,10.360768861403923,8.234681023590625,129.3817639350891,132.4030876159668,181.5621852874756
