replicas_n,skip_first,FPR_mean,FPR_worst,fps_mean,fps_min_worst,persons_mean,persons_max_worst,rt_p95_mean,rt_p95_worst,rt_max_worst
3,20,0.0,0.0,11.315947157687157,8.952290041572425,0.0,0.0,116.6192611058553,123.44360351562499,187.6699924468994
