frame,person,landmark_id,x,y,conf
4,2,8,716.7095,444.48868,0.9966978
4,2,9,831.5138,414.16522,0.9615678
4,2,10,765.13257,432.84036,0.99604094
4,2,11,802.598,460.4289,0.9935081
4,2,12,749.84406,476.39032,0.9975986
4,2,13,826.1149,503.7459,0.9783523
4,2,14,780.3039,544.423,0.99176556
4,2,15,818.13007,580.0665,0.9048395
4,2,16,801.99554,643.354,0.9429971
5,1,0,417.39694,194.30157,0.98232526
5,1,1,423.8471,187.68011,0.953225
5,1,2,410.8984,187.98938,0.9397636
5,1,3,434.5417,190.12604,0.75735
5,1,4,400.99817,192.7474,0.7065019
5,1,5,453.08627,225.58315,0.9934883
5,1,6,394.8396,235.0765,0.9930952
5,1,7,483.39276,247.86273,0.97749716
5,1,8,386.77374,292.42517,0.97461444
5,1,9,456.11624,219.14134,0.96866345
5,1,10,397.19647,332.8713,0.96659166
5,1,11,456.8932,321.9996,0.9963289
5,1,12,417.98193,326.04425,0.9961845
5,1,13,465.24628,385.2636,0.99023485
5,1,14,419.1319,396.96875,0.9890681
5,1,15,482.0408,451.53192,0.96932393
5,1,16,420.971,466.13147,0.9659276
5,2,0,797.40546,394.76117,0.9647074
5,2,1,802.7734,387.8116,0.7587661
5,2,2,790.1777,386.734,0.94677174
5,2,3,804.2254,367.54486,0.21930377
5,2,4,767.682,367.02124,0.83471733
5,2,5,815.52655,360.99222,0.9731121
5,2,6,730.815,381.4814,0.9966012
5,2,7,846.19385,394.21814,0.9440543
5,2,8,717.00586,444.3307,0.99669504
5,2,9,828.2238,415.2665,0.9602572
5,2,10,764.2613,433.4024,0.99601054
5,2,11,803.7847,460.75006,0.99318945
5,2,12,750.9299,477.1243,0.9975182
5,2,13,827.51385,502.65295,0.9771308
5,2,14,780.5408,545.85626,0.9914483
5,2,15,819.8962,578.71783,0.90009826
5,2,16,803.06604,646.3312,0.9404137
6,1,0,431.96677,196.00055,0.981351
6,1,1,438.3346,189.54562,0.94753736
6,1,2,424.76578,190.1626,0.9386813
6,1,3,447.97488,191.8836,0.7490112
6,1,4,413.35263,194.82297,0.7310898
6,1,5,464.2799,227.34946,0.9937406
6,1,6,408.04083,234.475,0.9942325
6,1,7,490.48364,260.6028,0.97749853
6,1,8,405.52545,293.2028,0.97883546
6,1,9,463.3876,221.62836,0.96920645
6,1,10,418.98306,333.68414,0.96942127
6,1,11,465.08148,321.93185,0.99682426
6,1,12,426.67548,325.0385,0.9969297
6,1,13,467.8199,385.30182,0.9911771
6,1,14,420.02863,398.48276,0.9906783
6,1,15,478.7801,449.0678,0.96710736
6,1,16,422.69586,464.4774,0.96465975
6,2,0,796.0939,394.59137,0.96880865
6,2,1,802.1889,387.7394,0.79461074
6,2,2,788.99286,386.21454,0.949595
6,2,3,805.27203,367.78653,0.2565097
6,2,4,767.3492,366.29095,0.8295703
6,2,5,816.81,361.58942,0.9768911
6,2,6,730.7489,381.7185,0.99664813
6,2,7,847.3125,393.11743,0.9500358
6,2,8,714.87744,444.18448,0.9964294
6,2,9,829.78485,415.07465,0.96337545
6,2,10,760.05597,434.01144,0.9957118
6,2,11,804.50134,461.14114,0.9938168
6,2,12,750.9476,477.382,0.9975916
6,2,13,829.24945,503.0567,0.9792879
6,2,14,780.4642,546.1182,0.9917435
6,2,15,820.0027,576.757,0.90926164
6,2,16,802.1433,646.01184,0.9437499
7,1,0,797.3887,394.46408,0.967656
7,1,1,803.02295,387.46738,0.78486615
7,1,2,790.0798,386.50763,0.9490021
7,1,3,805.01483,368.00424,0.24836043
7,1,4,767.8025,367.7615,0.8350134
7,1,5,815.91174,362.32083,0.9769692
7,1,6,731.7175,383.91812,0.9968155
7,1,7,847.6271,392.23193,0.94975644
7,1,8,716.75073,445.13858,0.99659234
7,1,9,828.7882,414.59744,0.9629919
7,1,10,763.0009,433.725,0.9958377
7,1,11,804.3059,461.20526,0.994547
7,1,12,751.881,477.62134,0.99791676
7,1,13,827.09015,503.891,0.98243976
7,1,14,780.1669,545.63354,0.99307114
7,1,15,820.1568,579.6605,0.92416614
7,1,16,800.4703,644.0148,0.95372367
7,2,0,447.01022,194.63068,0.9796341
7,2,1,452.92712,189.10883,0.9408212
7,2,2,440.5333,188.82701,0.96612483
7,2,3,462.07306,193.16248,0.6313422
7,2,4,430.09586,192.66634,0.83758366
7,2,5,471.48486,226.9322,0.9947319
7,2,6,422.14087,232.29819,0.99657494
7,2,7,488.84753,256.58173,0.9810858
7,2,8,419.3008,289.59787,0.990449
7,2,9,479.06226,247.47449,0.9756354
7,2,10,436.32248,323.91193,0.98613703
7,2,11,472.39612,323.76437,0.99703026
7,2,12,437.39252,325.51608,0.99782807
7,2,13,475.36444,394.52362,0.99336505
7,2,14,424.65247,394.80463,0.9952656
7,2,15,480.46335,458.346,0.9764382
7,2,16,416.3179,456.79285,0.98175025
8,1,0,460.3871,194.68471,0.9746132
8,1,1,466.69498,188.72635,0.93183416
8,1,2,454.1627,188.6307,0.9518172
8,1,3,477.65454,192.80122,0.6198197
8,1,4,445.0855,192.20749,0.7729293
8,1,5,488.66095,230.29465,0.99160624
8,1,6,434.89267,229.46924,0.99445266
8,1,7,501.05322,277.99048,0.95885956
8,1,8,428.75342,278.6218,0.9788511
8,1,9,499.56714,310.65686,0.9457577
8,1,10,453.54904,310.92902,0.96895784
8,1,11,482.91177,321.17703,0.9956469
8,1,12,445.10617,321.36044,0.99668556
8,1,13,483.44925,391.7191,0.99184567
8,1,14,433.33447,392.27783,0.9940685
8,1,15,478.88364,455.1599,0.97674584
8,1,16,420.11478,455.9964,0.9819834
8,2,0,798.1185,396.48233,0.9656524
8,2,1,804.08527,389.50366,0.7384624
8,2,2,790.9782,388.20844,0.9474362
8,2,3,805.8097,369.30554,0.18437847
8,2,4,767.9473,368.34198,0.8315103
8,2,5,816.7313,361.81787,0.97430813
8,2,6,730.8748,384.17123,0.9971269
8,2,7,849.24164,388.57288,0.94807744
8,2,8,716.86206,444.86142,0.9974698
8,2,9,827.92035,414.1228,0.96475106
8,2,10,764.39716,431.5674,0.9969619
8,2,11,803.52155,456.84973,0.9948342
8,2,12,750.2855,474.11368,0.99822456
8,2,13,828.6637,501.49957,0.9828789
8,2,14,780.89453,549.6456,0.9939774
8,2,15,821.247,568.45184,0.9355184
8,2,16,801.9133,644.2766,0.9630457
9,1,0,470.7808,194.64511,0.98158205
9,1,1,477.15234,188.75302,0.95147747
9,1,2,462.91104,188.99904,0.93795246
9,1,3,486.42416,191.71951,0.76915026
9,1,4,450.9379,193.5596,0.72170496
9,1,5,498.6609,231.60944,0.9941485
9,1,6,442.31866,233.28406,0.99351394
9,1,7,519.5426,278.08975,0.97645867
9,1,8,429.58328,281.52692,0.97438264
9,1,9,536.5161,321.1888,0.963622
9,1,10,441.60605,316.2685,0.9613527
9,1,11,490.82675,327.22403,0.9962333
9,1,12,454.02884,327.65414,0.99608165
9,1,13,486.70465,390.2495,0.9888341
9,1,14,444.81372,394.3078,0.9873356
9,1,15,483.06094,451.72333,0.96108174
9,1,16,440.3276,460.909,0.9559438
9,2,0,799.0249,396.972,0.9627405
9,2,1,804.65576,390.30835,0.7102685
9,2,2,792.18274,389.00604,0.9431248
9,2,3,805.8776,369.84332,0.16573755
9,2,4,769.18787,368.8119,0.8273721
9,2,5,816.65076,361.92404,0.97366285
9,2,6,731.67645,384.0111,0.9972414
9,2,7,848.8647,388.42224,0.9503157
9,2,8,716.23724,445.0772,0.9977652
9,2,9,828.2558,414.16046,0.96710366
9,2,10,761.6697,432.9083,0.99733883
9,2,11,803.92065,457.48813,0.99518234
9,2,12,751.46497,474.30646,0.9983847
9,2,13,828.1805,504.5608,0.9834902
9,2,14,781.9172,550.7116,0.9943051
9,2,15,819.3937,572.10846,0.93490195
9,2,16,801.82074,644.9824,0.9633127
10,1,0,475.76456,193.2377,0.9822302
10,1,1,481.87286,186.91522,0.95066565
10,1,2,468.04404,187.6072,0.9412806
10,1,3,491.91895,188.99046,0.752951
10,1,4,456.98553,192.51678,0.72106427
10,1,5,506.9548,227.69461,0.99374783
10,1,6,447.60535,230.72974,0.994187
10,1,7,528.40533,266.92834,0.97466147
10,1,8,427.83154,274.3919,0.9774026
10,1,9,548.2096,299.35538,0.9645902
10,1,10,423.98123,309.2273,0.9672934
10,1,11,493.54108,323.74402,0.9965669
10,1,12,456.56445,324.90738,0.9966781
10,1,13,487.67618,389.53915,0.99042994
10,1,14,452.96252,397.27783,0.9900032
10,1,15,484.8153,449.27948,0.9710786
10,1,16,454.6386,466.33948,0.9690092
10,2,0,797.49585,397.5872,0.96214366
10,2,1,803.33307,391.03226,0.7078842
10,2,2,790.86395,389.6095,0.9417
10,2,3,804.9036,370.43112,0.16317125
10,2,4,767.88763,368.98914,0.82171667
10,2,5,815.27484,361.25748,0.97358173
10,2,6,729.9788,383.89847,0.9971433
10,2,7,848.94763,385.44565,0.9516637
10,2,8,715.16254,444.92722,0.997738
10,2,9,830.9543,412.77612,0.96826684
10,2,10,762.44794,432.9362,0.9973507
10,2,11,802.92334,455.71692,0.9952807
10,2,12,750.0942,472.6433,0.9983866
10,2,13,828.8293,501.93744,0.9839552
10,2,14,780.51013,546.6185,0.99435025
10,2,15,820.41656,570.2294,0.9374218
10,2,16,800.4777,639.8456,0.9644344
11,1,0,480.29504,193.32385,0.9800106
11,1,1,486.67044,187.03145,0.9420623
11,1,2,472.40637,188.37263,0.9390436
11,1,3,497.34262,188.81499,0.7207628
11,1,4,461.95285,193.20155,0.7453755
11,1,5,513.1082,225.66302,0.99408543
11,1,6,451.28717,231.61047,0.9953105
11,1,7,543.3054,257.122,0.97902465
11,1,8,424.1145,267.3418,0.98418343
11,1,9,573.793,280.48608,0.97024834
11,1,10,404.44406,295.58527,0.9757681
11,1,11,499.43912,321.91257,0.99818987
11,1,12,463.6591,324.69983,0.9983558
11,1,13,492.70853,387.30563,0.9940555
11,1,14,462.26852,398.46368,0.9940935
11,1,15,482.96558,456.47693,0.97318655
11,1,16,465.22406,475.02042,0.97198844
11,2,0,796.641,397.57507,0.9632524
11,2,1,802.5111,390.7821,0.7336153
11,2,2,789.54877,389.5975,0.9429666
11,2,3,805.0444,369.8927,0.1859056
11,2,4,767.17114,369.22516,0.817937
11,2,5,817.6578,361.56116,0.9727358
11,2,6,730.28094,383.5826,0.99685967
11,2,7,851.23126,388.1649,0.9448202
11,2,8,713.68463,445.33517,0.99719006
11,2,9,831.61676,412.68237,0.96211195
11,2,10,761.2325,432.1718,0.99661404
11,2,11,804.3247,456.16687,0.9944522
11,2,12,750.48914,472.64597,0.998071
11,2,13,828.2117,503.62878,0.9820097
11,2,14,781.29895,547.7276,0.9935821
11,2,15,818.7431,570.80347,0.93318176
11,2,16,801.3237,641.6662,0.9617051
12,1,0,484.1683,194.62529,0.98125285
12,1,1,491.1006,188.22028,0.94006276
12,1,2,475.7828,188.91339,0.94828105
12,1,3,500.99084,189.79547,0.7075967
12,1,4,465.01578,193.52579,0.78380996
12,1,5,517.4298,225.70216,0.993302
12,1,6,451.0091,234.75775,0.99639064
12,1,7,555.1856,235.31189,0.97132677
12,1,8,408.78546,256.0034,0.9868506
12,1,9,588.59033,234.46255,0.96447635
12,1,10,374.10034,270.5982,0.9796688
12,1,11,502.44635,328.85754,0.99789524
12,1,12,469.569,333.8196,0.99845505
12,1,13,488.0606,386.18695,0.9924833
12,1,14,482.97186,403.8772,0.9940204
12,1,15,467.84277,440.42337,0.96645355
12,1,16,495.34604,473.98053,0.969425
12,2,0,798.0553,398.68402,0.9642277
12,2,1,802.1962,389.8771,0.804878
12,2,2,789.91187,390.07208,0.9504441
12,2,3,801.6677,368.7968,0.28260252
12,2,4,765.94116,372.03235,0.8450009
12,2,5,810.7784,362.72256,0.9704352
12,2,6,730.3194,390.2696,0.99523395
12,2,7,846.5497,386.34787,0.92947507
12,2,8,712.2789,446.03586,0.99313676
12,2,9,834.343,405.05634,0.9452911
12,2,10,761.0838,431.98578,0.9914512
12,2,11,800.30005,456.56296,0.9924373
12,2,12,751.6706,474.58502,0.996599
12,2,13,823.91144,504.17596,0.9744266
12,2,14,788.02356,543.85583,0.9883437
12,2,15,814.5578,582.7435,0.88541263
12,2,16,800.3239,639.9973,0.9235347
13,1,0,487.08026,197.69609,0.9803546
13,1,1,493.38507,190.96922,0.9269766
13,1,2,478.72458,191.8276,0.94527715
13,1,3,501.59427,191.46147,0.6478169
13,1,4,467.85352,195.6099,0.7895687
13,1,5,514.43756,225.80725,0.99378526
13,1,6,455.42868,235.24805,0.996967
13,1,7,544.2635,232.17151,0.97849756
13,1,8,406.48752,249.0734,0.99124134
13,1,9,579.83496,219.8251,0.9766261
13,1,10,364.04303,253.15689,0.9880485
13,1,11,504.4897,327.1098,0.99850225
13,1,12,477.53244,334.838,0.9989435
13,1,13,488.9259,375.3594,0.99453956
13,1,14,494.48776,407.01373,0.9958339
13,1,15,471.5355,426.62073,0.97287685
13,1,16,508.11273,483.07773,0.9750279
13,2,0,796.0216,395.64194,0.9631984
13,2,1,800.27844,386.9232,0.79287136
13,2,2,788.0678,387.07138,0.9507485
13,2,3,800.3839,365.78574,0.26396152
13,2,4,764.65454,368.77872,0.8461078
13,2,5,809.4889,359.3606,0.9664075
13,2,6,728.5585,387.33112,0.995492
13,2,7,844.58466,382.703,0.9181653
13,2,8,709.771,445.9272,0.9937495
13,2,9,836.803,398.37158,0.9377411
13,2,10,758.7914,431.5788,0.9919477
13,2,11,800.7984,456.3568,0.99176437
13,2,12,751.5775,474.71167,0.9966355
13,2,13,825.6962,504.90967,0.9718132
13,2,14,788.1356,544.2298,0.9883555
13,2,15,816.7747,586.07635,0.8752103
13,2,16,800.2376,642.1422,0.9220646
14,1,0,487.3164,198.5531,0.9788104
14,1,1,493.38943,191.99574,0.9212579
14,1,2,478.7467,192.88747,0.9422362
14,1,3,501.18115,191.8789,0.6321497
14,1,4,467.3227,195.96478,0.79110837
14,1,5,513.42035,225.09195,0.993465
14,1,6,457.04486,235.58313,0.99672526
14,1,7,542.2681,232.8414,0.9779879
14,1,8,412.99768,253.74939,0.990728
14,1,9,578.7656,221.2759,0.97546786
14,1,10,371.30255,261.5147,0.98716795
14,1,11,509.8686,328.62497,0.99833614
14,1,12,483.70142,336.91553,0.9988047
14,1,13,494.69037,382.0094,0.9935306
14,1,14,500.15024,413.5871,0.99497235
14,1,15,472.29135,432.76065,0.96694106
14,1,16,507.3808,486.3173,0.96924734
14,2,0,794.3346,392.81558,0.9623089
14,2,1,798.4563,383.85333,0.77042717
14,2,2,786.2851,384.01764,0.9533652
14,2,3,797.9959,363.5771,0.22632022
14,2,4,762.82587,366.48093,0.85785353
14,2,5,803.3456,359.51318,0.9605498
14,2,6,727.4198,387.61487,0.9959864
14,2,7,832.5127,381.97314,0.9016178
14,2,8,707.90643,448.2791,0.99474275
14,2,9,837.0508,393.41858,0.92814267
14,2,10,751.10724,432.34814,0.99308115
14,2,11,795.81836,455.4382,0.9912914
14,2,12,750.0731,474.48627,0.99691856
14,2,13,822.7264,500.8062,0.97209924
14,2,14,786.2577,541.4431,0.9900558
14,2,15,812.11365,582.24274,0.88214976
14,2,16,799.4791,641.8716,0.9330972
15,1,0,484.90344,195.67717,0.9804514
15,1,1,491.22226,189.13087,0.9311448
15,1,2,475.95612,190.79372,0.9437114
15,1,3,501.03137,189.22314,0.6736457
15,1,4,464.36136,194.69861,0.78962016
15,1,5,516.3977,225.036,0.99442416
15,1,6,452.92322,236.19489,0.99699056
15,1,7,546.18427,234.55338,0.97946435
15,1,8,407.1492,257.33212,0.99021167
15,1,9,582.47656,222.1231,0.9750475
15,1,10,365.99976,264.3986,0.9855568
15,1,11,516.9834,330.85565,0.9985116
15,1,12,484.7225,337.92136,0.998879
15,1,13,509.27423,393.77,0.9939247
15,1,14,500.52216,414.39398,0.99495894
15,1,15,479.9879,449.47464,0.9677902
15,1,16,501.81198,478.64694,0.96984756
15,2,0,791.3977,389.8712,0.9555357
15,2,1,795.2693,381.16635,0.74158144
15,2,2,783.5295,381.16693,0.9519865
15,2,3,794.1156,362.2321,0.20925923
15,2,4,760.2011,364.57718,0.86376125
15,2,5,799.2937,362.06036,0.9442386
15,2,6,724.78925,385.50458,0.9955112
15,2,7,827.41284,392.7749,0.8371653
15,2,8,706.8549,447.51187,0.99363637
15,2,9,837.3192,397.7357,0.8749219
15,2,10,752.5361,434.28854,0.9906371
15,2,11,791.4373,456.39307,0.98761255
15,2,12,746.7002,474.04193,0.9962574
15,2,13,818.98956,501.68665,0.9653907
15,2,14,784.37616,543.37427,0.98956406
15,2,15,807.3366,581.5869,0.87712926
15,2,16,798.8363,642.84546,0.93731695
16,1,0,483.86926,197.47913,0.9814694
16,1,1,490.1622,190.58289,0.9390268
16,1,2,474.9041,192.53413,0.94610906
16,1,3,500.4087,190.02733,0.7020004
16,1,4,463.27493,196.08644,0.78818524
16,1,5,515.9934,224.02982,0.9944846
16,1,6,451.70078,236.5336,0.9968725
16,1,7,547.9731,231.82474,0.9794812
16,1,8,407.72467,257.1668,0.98937196
16,1,9,586.33777,223.42369,0.9734832
16,1,10,362.64044,265.04044,0.98366505
16,1,11,519.99335,331.73126,0.9986546
16,1,12,484.54514,338.9884,0.9989549
16,1,13,525.7627,397.39685,0.9945799
16,1,14,498.16272,413.13333,0.9953467
16,1,15,506.04068,458.71396,0.9723346
16,1,16,499.60678,477.46783,0.9740691
16,2,0,790.30963,388.04172,0.96343505
16,2,1,794.3645,379.38876,0.78137827
16,2,2,782.80664,379.3344,0.95425516
16,2,3,793.40967,361.62482,0.23817816
16,2,4,759.69305,363.30832,0.8590598
16,2,5,799.31885,365.5146,0.9616702
16,2,6,724.8951,384.9316,0.9955752
16,2,7,830.09064,400.53763,0.89900637
16,2,8,705.3255,445.54385,0.99384224
16,2,9,835.56445,400.09735,0.9236725
16,2,10,748.6897,438.51535,0.99176776
16,2,11,792.237,457.5337,0.98966694
16,2,12,747.816,472.8025,0.9961628
16,2,13,819.089,504.27234,0.9672724
16,2,14,783.6727,541.5654,0.9876736
16,2,15,812.02545,588.6061,0.86249393
16,2,16,800.3255,638.88684,0.91887295
17,1,0,482.8329,199.74167,0.9816234
17,1,1,489.2385,192.42441,0.9434572
17,1,2,473.5632,194.5771,0.9491106
17,1,3,500.04224,192.33447,0.7155198
17,1,4,462.07538,198.98445,0.7850974
17,1,5,519.22534,225.34665,0.9928241
17,1,6,450.14694,237.34204,0.99630284
17,1,7,556.80286,236.51599,0.9709128
17,1,8,405.40875,261.1502,0.9869098
17,1,9,594.23804,227.36353,0.96249944
17,1,10,362.32227,271.4115,0.97896636
17,1,11,523.6261,334.69943,0.997976
17,1,12,484.1138,340.52338,0.9985171
17,1,13,529.2698,403.6883,0.9918968
17,1,14,495.38266,412.10083,0.9934447
17,1,15,527.23004,471.80487,0.9604014
17,1,16,504.01727,480.37262,0.9651941
17,2,0,789.14685,384.69434,0.959761
17,2,1,794.24207,377.6423,0.6894794
17,2,2,782.653,376.66132,0.95479095
17,2,3,793.6542,363.81055,0.15344153
17,2,4,759.8001,362.02695,0.8718113
17,2,5,796.5637,369.8426,0.94925433
17,2,6,723.678,382.91183,0.9968733
17,2,7,821.96204,408.68033,0.8692173
17,2,8,706.1966,445.49118,0.99704045
17,2,9,825.272,403.44965,0.9114262
17,2,10,747.79663,441.2012,0.9959365
17,2,11,790.7455,461.48633,0.9871997
17,2,12,746.0394,475.9089,0.9968574
17,2,13,819.1303,498.80475,0.96469337
17,2,14,779.05585,540.31195,0.99110854
17,2,15,814.25287,581.4188,0.8738292
17,2,16,800.21045,638.2238,0.9422878
18,1,0,478.70895,199.66797,0.98496467
18,1,1,484.13263,191.44072,0.9559776
18,1,2,471.2919,194.53882,0.93617
18,1,3,496.7306,191.37961,0.7550044
18,1,4,462.14212,199.22417,0.6953966
18,1,5,517.1125,227.34198,0.99475634
18,1,6,451.28107,235.97327,0.9956391
18,1,7,562.2649,241.0492,0.97891504
18,1,8,401.54706,263.10388,0.98059225
18,1,9,609.8127,232.78372,0.9703103
18,1,10,360.92355,269.2311,0.9712942
18,1,11,518.5673,334.82733,0.99753535
18,1,12,480.31168,338.33875,0.9976094
18,1,13,526.377,405.7717,0.9923314
18,1,14,487.2307,411.45132,0.9920946
18,1,15,533.3044,482.85223,0.96597743
18,1,16,500.30716,475.45068,0.96578914
18,2,0,794.5556,382.0116,0.9425957
18,2,1,797.621,375.26398,0.56454194
18,2,2,788.36127,374.80963,0.9402966
18,2,3,792.9411,363.1751,0.10269707
18,2,4,763.07947,362.3693,0.8687818
18,2,5,795.6872,372.4411,0.9371131
18,2,6,724.1636,384.45758,0.9966665
18,2,7,820.3581,415.39487,0.86165714
18,2,8,708.03345,446.64172,0.9974474
