timestamp,frame,persons,persons_raw,fps,sampling_rate_hz,response_time_ms,avg_landmarks,hyst_enabled,hyst_m_in,hyst_m_out,hyst_window
1766073170.435675,0,0,2,4.414252983404075,4.414252983404075,226.53889656066895,15.5,1,3,5,5
1766073170.6236029,1,0,2,4.774662940317086,4.774662940317086,124.71389770507812,16.0,1,3,5,5
1766073170.814164,2,2,2,4.880838059836455,4.880838059836455,171.33808135986328,16.5,1,3,5,5
1766073170.9964201,3,2,2,5.0301235106891395,5.0301235106891395,156.89492225646973,16.5,1,3,5,5
1766073171.136535,4,2,2,5.450667629221479,5.450667629221479,108.2770824432373,16.5,1,3,5,5
1766073171.2833889,5,2,2,5.715807884880199,5.715807884880199,123.42524528503418,16.5,1,3,5,5
1766073171.423896,6,2,2,5.97709458196599,5.97709458196599,120.06711959838867,16.5,1,3,5,5
1766073171.585419,7,2,2,6.069393234149526,6.069393234149526,144.9258327484131,16.5,1,3,5,5
1766073171.6947122,8,2,2,6.534220255008807,6.534220255008807,93.30391883850098,16.5,1,3,5,5
1766073171.825074,9,2,2,6.752189820378299,6.752189820378299,114.75896835327148,16.5,1,3,5,5
1766073171.924293,10,2,2,7.26699623165309,7.26699623165309,84.03182029724121,16.5,1,3,5,5
1766073172.0323179,11,2,2,7.616562232325055,7.616562232325055,92.91386604309082,16.5,1,3,5,5
1766073172.1694841,12,2,2,7.674390908139483,7.674390908139483,122.02787399291992,16.5,1,3,5,5
1766073172.300363,13,2,2,7.771578492237925,7.771578492237925,115.65685272216797,16.5,1,3,5,5
1766073172.43435,14,2,2,7.838059815285879,7.838059815285879,118.53408813476562,16.5,1,3,5,5
1766073172.5672,15,2,2,7.901712953991185,7.901712953991185,117.99979209899902,16.5,1,3,5,5
1766073172.697088,16,2,2,7.9822639278694645,7.9822639278694645,114.84718322753906,16.5,1,3,5,5
1766073172.835705,17,2,2,7.998416475379315,7.998416475379315,122.79295921325684,16.5,1,3,5,5
1766073172.963495,18,2,2,8.088144666949926,8.088144666949926,112.41388320922852,16.5,1,3,5,5
1766073173.099406,19,2,2,8.106323644332422,8.106323644332422,120.91994285583496,16.5,1,3,5,5
1766073173.2354429,20,2,2,8.116547421293829,8.116547421293829,121.82402610778809,16.5,1,3,5,5
1766073173.37319,21,2,2,8.116270489957271,8.116270489957271,123.24714660644531,16.5,1,3,5,5
1766073173.49582,22,2,2,8.239074067746614,8.239074067746614,107.01704025268555,16.0,1,3,5,5
1766073173.630975,23,2,2,8.246787371069841,8.246787371069841,120.24712562561035,16.0,1,3,5,5
1766073173.764304,24,2,2,8.267766834579412,8.267766834579412,118.25108528137207,16.0,1,3,5,5
1766073173.89678,25,2,2,8.294580506290263,8.294580506290263,117.15221405029297,16.0,1,3,5,5
1766073174.030723,26,2,2,8.305847984885055,8.305847984885055,118.94488334655762,16.0,1,3,5,5
1766073174.161932,27,2,2,8.335853901964644,8.335853901964644,116.19925498962402,16.0,1,3,5,5
1766073174.2974248,28,2,2,8.33151830664555,8.33151830664555,120.5909252166748,16.0,1,3,5,5
1766073174.42997,29,2,2,8.349445364504641,8.349445364504641,117.49792098999023,16.0,1,3,5,5
1766073174.562399,30,2,2,8.365548632615495,8.365548632615495,117.50221252441406,16.0,1,3,5,5
1766073174.698839,31,2,2,8.352365304043367,8.352365304043367,121.45185470581055,16.0,1,3,5,5
1766073174.828471,32,2,2,8.389477288424619,8.389477288424619,114.63308334350586,16.0,1,3,5,5
1766073174.9614751,33,2,2,8.397212012078317,8.397212012078317,118.10803413391113,16.0,1,3,5,5
1766073175.096858,34,2,2,8.38763016679712,8.38763016679712,120.46170234680176,16.0,1,3,5,5
1766073175.227658,35,2,2,8.412463064291172,8.412463064291172,115.79489707946777,16.0,1,3,5,5
1766073175.359488,36,2,2,8.426443170494183,8.426443170494183,116.9281005859375,16.0,1,3,5,5
1766073175.494577,37,2,2,8.427181873196675,8.427181873196675,118.57008934020996,16.0,1,3,5,5
1766073175.629258,38,2,2,8.421270960824287,8.421270960824287,119.50182914733887,16.0,1,3,5,5
1766073175.76243,39,2,2,8.426370177352577,8.426370177352577,118.03221702575684,16.0,1,3,5,5
1766073175.893667,40,2,2,8.444659501766607,8.444659501766607,116.15395545959473,16.5,1,3,5,5
1766073176.0271502,41,2,2,8.442929250332766,8.442929250332766,118.66116523742676,16.5,1,3,5,5
1766073176.161043,42,2,2,8.440239067032055,8.440239067032055,118.8209056854248,16.5,1,3,5,5
1766073176.302248,43,2,2,8.392678617572837,8.392678617572837,125.55503845214844,16.5,1,3,5,5
1766073176.430601,44,2,2,8.43613965099015,8.43613965099015,113.28506469726562,16.5,1,3,5,5
1766073176.560126,45,2,2,8.465909605464011,8.465909605464011,114.49718475341797,16.0,1,3,5,5
1766073176.738235,46,2,2,8.232803510023617,8.232803510023617,163.00320625305176,16.0,1,3,5,5
1766073176.859734,47,2,2,8.361257781815395,8.361257781815395,105.0713062286377,16.0,1,3,5,5
1766073176.993751,48,2,2,8.365377528258437,8.365377528258437,119.01283264160156,16.0,1,3,5,5
