scenario,frames_total,frames_used,skip_first,persons_unique_postwarmup,persons_mean_postwarmup,persons_max_postwarmup,fps_mean,fps_min,fps_max,fps_cv,gt_source,frames_eval_gt,frames_correct,frames_under,frames_over,Acc_S2,R_under,R_over,MAE_count,RMSE_count,response_time_ms_mean,response_time_ms_p95,response_time_ms_min,response_time_ms_max
S2,247,227,20,"2,3",2.4317180616740086,3.0,8.936914186504557,8.116270489957271,10.200193780295528,0.050907319091261075,ground_truth.csv,227,221,1,5,0.973568281938326,0.004405286343612335,0.022026431718061675,0.02643171806167401,0.16257834438102145,113.34436055322051,129.2484760284424,82.24797248840332,163.37108612060547
