scenario,frames_total,frames_used,skip_first,gt_source,fps_mean,fps_min,fps_max,frames_eval_gt,Acc_S1_exact,FNR_miss,FPR_extra,Overcount,response_time_ms_mean,response_time_ms_p95,response_time_ms_max
S1,269,249,20,ground_truth.csv,10.147129396118817,8.824520180034822,11.14532009039658,249,1.0,0.0,0.0,0.0,101.005359825839,129.93974685668945,174.0732192993164
