frame,person,landmark_id,x,y,conf
0,1,0,871.019,356.90204,0.98129684
0,1,1,878.46173,350.29773,0.90179026
0,1,2,863.04535,348.87244,0.9623689
0,1,3,883.3152,348.2995,0.4930043
0,1,4,842.1442,344.6781,0.8589552
0,1,5,886.7726,376.67883,0.9912588
0,1,6,811.18494,383.05502,0.99633586
0,1,7,914.9183,399.0945,0.9674143
0,1,8,786.81305,431.10236,0.9910823
0,1,9,954.6534,399.64258,0.96139437
0,1,10,818.8411,453.85965,0.98704964
0,1,11,881.098,466.5368,0.996621
0,1,12,830.6898,475.30798,0.9978642
0,1,13,922.33435,508.7989,0.991553
0,1,14,836.5197,532.93695,0.994251
0,1,15,894.6412,597.152,0.9652073
0,1,16,829.3807,630.5972,0.9700476
0,2,0,613.3055,210.92496,0.78089964
0,2,1,615.4288,205.54758,0.28636208
0,2,2,609.4039,203.8836,0.8490044
0,2,3,607.99524,200.25699,0.06700894
0,2,4,592.91406,195.35777,0.8704642
0,2,5,602.78076,220.4596,0.9099723
0,2,6,569.8619,218.03593,0.99339986
0,2,7,607.26514,267.9285,0.5972265
0,2,8,563.9608,268.4179,0.9911946
0,2,9,620.77264,270.0974,0.64137995
0,2,10,602.0944,269.30167,0.97959846
0,2,11,605.04974,310.5541,0.9886945
0,2,12,582.7154,311.8766,0.9977048
0,2,13,609.6746,376.0998,0.9855834
0,2,14,575.9457,378.9746,0.99739647
0,2,15,609.3002,438.72205,0.9664227
0,2,16,567.3517,446.66876,0.9904062
1,1,0,869.5482,348.34436,0.97818154
1,1,1,876.3338,341.64508,0.86627054
1,1,2,861.8478,340.34247,0.960338
1,1,3,880.16437,339.89447,0.37771618
1,1,4,839.63605,336.83423,0.8625631
1,1,5,890.582,375.20917,0.9882542
1,1,6,806.32153,379.54352,0.99737275
1,1,7,912.96936,421.89545,0.96239763
1,1,8,792.4769,437.25793,0.9953117
1,1,9,894.8729,420.96777,0.96312886
1,1,10,835.3037,428.3067,0.9934151
1,1,11,885.3474,465.37073,0.99649554
1,1,12,829.24493,472.68326,0.9982926
1,1,13,921.9466,511.53375,0.99056846
1,1,14,841.1195,534.8977,0.99515367
1,1,15,890.2476,603.1099,0.9656034
1,1,16,829.49835,634.0839,0.9761381
1,2,0,576.2179,210.98831,0.9330919
1,2,1,579.3916,204.9621,0.7565462
1,2,2,569.58624,205.38557,0.92814654
1,2,3,581.3138,202.18211,0.29139236
1,2,4,554.9578,202.31406,0.8536664
1,2,5,590.9872,223.93521,0.98192847
1,2,6,537.0079,231.25806,0.9952721
1,2,7,603.49805,263.86008,0.91335773
1,2,8,534.129,282.6102,0.9887106
1,2,9,603.9146,274.9607,0.9020317
1,2,10,567.5731,280.7627,0.9800341
1,2,11,596.8536,312.41498,0.9953734
1,2,12,560.9561,318.80487,0.99805415
1,2,13,610.5648,373.16135,0.99344605
1,2,14,570.77734,384.2424,0.99758077
1,2,15,598.0537,431.03082,0.9840126
1,2,16,563.4776,448.70627,0.99232435
2,1,0,872.98303,347.34048,0.975807
2,1,1,879.91626,340.44278,0.83842206
2,1,2,865.4226,338.6034,0.962947
2,1,3,882.7155,338.52798,0.3089292
2,1,4,841.83563,334.0746,0.87501603
2,1,5,890.42114,373.93335,0.9819595
2,1,6,807.4807,377.48087,0.99742305
2,1,7,914.1114,420.3355,0.93875116
2,1,8,792.6395,434.25385,0.99583024
2,1,9,905.85614,422.26096,0.9445612
2,1,10,834.9445,426.37738,0.9938105
2,1,11,886.4222,464.84958,0.99496377
2,1,12,831.6874,472.30267,0.998063
2,1,13,918.3973,509.84753,0.9867497
2,1,14,838.2512,535.5196,0.99463177
2,1,15,887.66614,600.13055,0.95594263
2,1,16,827.96814,633.4348,0.97384983
2,2,0,576.3085,207.97513,0.96304566
2,2,1,579.379,201.90042,0.87391376
2,2,2,568.8075,203.12292,0.95542145
