scenario,frames_total,frames_used,skip_first,persons_unique_postwarmup,persons_mean_postwarmup,persons_max_postwarmup,fps_mean,fps_min,fps_max,fps_cv,gt_source,frames_eval_gt,frames_correct,frames_under,frames_over,Acc_S2,R_under,R_over,MAE_count,RMSE_count,response_time_ms_mean,response_time_ms_p95,response_time_ms_min,response_time_ms_max
S2,243,223,20,"2,3",2.484304932735426,3.0,9.201902067339766,8.030421680095744,10.091463307681916,0.049689314902790056,ground_truth.csv,223,219,4,0,0.9820627802690582,0.017937219730941704,0.0,0.017937219730941704,0.133929906036485,110.4516811969569,129.78017330169678,82.24010467529297,172.84083366394043
